company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised_million_dollars,country,date_added
Clutch,"Toronto,Non-U.S.",150,2023-01-17,NULL,Transportation,https://www.theglobeandmail.com/business/article-lightspeed-commerce-job-cuts/,Unknown,253,Canada,2023-01-18
Clutch,"Toronto,Non-U.S.",76,2022-06-29,0.22,Transportation,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,"Series B",153,Canada,2022-06-30
Clutter,"Los Angeles",NULL,2020-03-25,0.3,Consumer,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,"Series D",296,"United States",2020-03-30
Clyde,"New York City",22,2022-04-25,NULL,Marketing,https://docs.google.com/spreadsheets/d/1jWyr1oko2FKvofXRRIgCu3tTKlNdnqXj7Qyr1oy-OAE/edit,"Series B",58,"United States",2022-05-11
CNET,"SF Bay Area",12,2023-03-02,0.1,Media,https://www.theverge.com/2023/3/2/23622231/cnet-layoffs-ai-articles-seo-red-ventures,Acquired,20,"United States",2023-03-04
CoachHub,"Berlin,Non-U.S.",NULL,2023-01-24,0.1,HR,https://www.linkedin.com/posts/niebelschuetz_today-we-announced-the-toughest-decision-activity-7023678997448290304-oDEB/,"Series C",332,Germany,2023-01-24
CoachHub,"Berlin,Non-U.S.",NULL,2023-06-01,0.1,HR,https://www.businessinsider.de/gruenderszene/business/coachhub-berliner-startup-entlasst-zehn-prozent-der-mitarbeiter/,"Series C",332,Germany,2023-06-04
Code42,Minneapolis,25,2020-04-09,0.05,Data,https://www.bizjournals.com/twincities/inno/stories/news/2020/04/09/cuts-at-code42-cybersecurity-company-eliminates-25.html,"Series B",138,"United States",2020-09-08
Code42,Minneapolis,NULL,2022-11-07,0.15,Security,https://www.startribune.com/minneapolis-tech-firm-code42-lays-off-15-of-workforce/600222811/,Unknown,137,"United States",2022-11-08
CodeClan,"Edinburgh,Non-U.S.",57,2023-08-04,1,Education,https://www.edinburghnews.scotsman.com/news/people/codeclan-crowdfunder-launched-to-help-students-after-tech-training-academy-goes-into-administration-4245811,Seed,NULL,"United Kingdom",2023-08-08
CodeCombat,"SF Bay Area",8,2020-10-23,NULL,Education,https://layoffs.fyi/2020/10/23/codecombat-launches-alumni-talent-directory-following-layoff/,"Series A",8,"United States",2020-10-23
CodeParrot,"Bengaluru,Non-U.S.",NULL,2025-07-17,1,Product,https://inc42.com/buzz/another-startup-bites-the-dust-y-combinator-backed-codeparrot-shuts-down/,Seed,NULL,India,2025-07-18
CodeSee,"SF Bay Area",NULL,2024-02-15,1,Data,https://www.linkedin.com/posts/shaneak_i-am-very-sad-to-announce-officially-activity-7163970333912289281-DaOb/,Seed,10,"United States",2024-02-15
Codexis,"SF Bay Area",NULL,2022-11-29,0.18,Healthcare,https://www.codexis.com/investors/news-events/press-releases/detail/342/codexis-provides-update-on-prioritized-corporate-strategy,Post-IPO,162,"United States",2022-11-30
"Coding Dojo",Seattle,7,2020-04-02,0.07,Education,https://www.geekwire.com/2020/engineering-bootcamp-coding-dojo-cuts-jobs-launches-volunteer-program-help-small-businesses/,Unknown,2,"United States",2020-04-12
Cogito,Boston,24,2020-04-06,0.14,Support,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,"Series C",92,"United States",2020-04-06
Cogito,"New Delhi,Non-U.S.",177,2023-04-29,NULL,Data,https://inc42.com/buzz/protests-erupt-data-startup-cogito-fires-177-indian-employees/,Unknown,NULL,India,2023-05-01
Cognyte,"Tel Aviv,Non-U.S.",100,2022-12-02,0.05,Security,https://www.globes.co.il/news/article.aspx?did=1001431603,Unknown,NULL,Israel,2022-12-04
Cohere,"Toronto,Non-U.S.",20,2024-07-23,0.05,AI,https://fortune.com/2024/07/23/after-500-million-funding-ai-startup-cohere-layoffs/,"Series D",935,Canada,2024-07-24
Coherent,"SF Bay Area",108,2023-03-16,NULL,Manufacturing,https://www.siliconvalley.com/2023/03/16/coherent-fremont-job-cut-tech-layoff-google-facebook-twitter-economy/,Post-IPO,NULL,"United States",2023-03-17
Coherent,"SF Bay Area",196,2023-06-06,NULL,Manufacturing,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,Post-IPO,NULL,"United States",2023-06-08
"Coho AI","Tel Aviv,Non-U.S.",NULL,2025-04-06,1,Sales,https://www.calcalistech.com/ctechnews/article/hjkodbg0jg,Seed,8,Israel,2025-04-16
Coinbase,"SF Bay Area",1100,2022-06-14,0.18,Crypto,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,Post-IPO,549,"United States",2022-06-14
Coinbase,"SF Bay Area",60,2022-11-10,NULL,Crypto,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,Post-IPO,549,"United States",2022-11-10
Coinbase,"SF Bay Area",950,2023-01-10,0.2,Crypto,https://www.cnbc.com/2023/01/10/coinbase-to-slash-20percent-of-workforce-in-second-major-round-of-job-cuts.html,Post-IPO,549,"United States",2023-01-10
CoinDCX,"Mumbai,Non-U.S.",80,2023-01-11,NULL,Crypto,https://www.moneycontrol.com/news/business/startup/coindcx-starts-restructuring-business-units-lays-off-employees-9848661.html,"Series D",244,India,2023-01-12
CoinDCX,"Mumbai,Non-U.S.",NULL,2023-08-22,0.12,Crypto,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/crypto-exchange-coindcx-lays-off-12-of-workforce-11236611.html,"Series D",247,India,2023-08-23
CoinJar,"Melbourne,Non-U.S.",10,2022-11-29,0.2,Crypto,https://www.theaustralian.com.au/business/technology/melbourne-crypto-startup-coinjar-axes-20pc-of-workforce/news-story/485648b4b36a538ff7c00287adb57d5a,Unknown,1,Australia,2022-11-30
Coinsquare,"Toronto,Non-U.S.",30,2022-07-27,0.24,Crypto,https://betakit.com/coinsquare-lays-off-24-percent-of-staff-amid-turbulent-crypto-market-shifted-focus-to-regulation/,Unknown,98,Canada,2022-07-30
CoinSwitch,"Bengaluru,Non-U.S.",44,2023-08-28,NULL,Crypto,https://entrackr.com/2023/08/crypto-firm-coinswitch-kuber-lays-off-44-employees/,"Series C",301,India,2023-08-28
CoinTracker,"SF Bay Area",19,2023-01-28,NULL,Crypto,https://www.cointracker.io/blog/ceo-jon-lerners-message-to-cointracker-employees,"Series A",101,"United States",2023-01-28
CoLab,"Sydney,Non-U.S.",NULL,2023-04-18,1,Food,https://7news.com.au/lifestyle/food/australian-food-delivery-service-colab-announces-it-will-close-its-doors--c-10319763,Seed,3,Australia,2023-04-20
Collage.com,Detroit,NULL,2022-10-09,1,Retail,https://thedeadpixelssociety.com/collage-com-shuts-down/,Acquired,NULL,"United States",2023-04-03
"Collective Health","SF Bay Area",54,2023-02-13,NULL,Healthcare,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,"Series F",719,"United States",2023-02-15
"Color Health","SF Bay Area",300,2023-03-01,NULL,Healthcare,https://www.beckershospitalreview.com/digital-health/color-health-lays-off-300-employees-amid-shift-away-from-covid-19-testing.html,"Series E",482,"United States",2023-03-03
Colossus,Boston,97,2022-05-04,NULL,Energy,"Company exec","Series A",41,"United States",2022-05-12
CommerceHub,Albany,371,2023-02-14,0.31,Retail,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,Acquired,NULL,"United States",2023-02-15
Commercetools,"Munich,Non-U.S.",NULL,2025-02-26,0.1,Retail,https://techcrunch.com/2025/02/26/commercetools-a-pioneer-in-headless-commerce-lays-off-dozens-of-staff/,"Series C",119,Germany,2025-02-28
CommonBond,"New York City",NULL,2022-09-09,1,Finance,https://www.linkedin.com/posts/daveklein_after-a-10-year-incredible-journey-it-is-activity-6974095155473657857-mf5b/,"Series D",125,"United States",2022-09-11
CommonBond,"New York City",22,2022-05-13,NULL,Finance,https://www.linkedin.com/feed/update/urn:li:activity:6930967047673708544/,"Series D",130,"United States",2022-05-25
Community,"Los Angeles",40,2022-06-21,0.3,Marketing,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,Unknown,40,"United States",2022-06-22
"Community Gaming","New York City",17,2023-04-14,0.17,Crypto,https://decrypt.co/136786/web3-startup-community-gaming-confirms-layoffs-amid-esports-downturn,"Series A",18,"United States",2023-04-17
Comparis,"Zurich,Non-U.S.",NULL,2023-03-02,0.1,Finance,https://www.nzz.ch/finanzen/massenentlassung-bei-comparis-das-vergleichsportal-sieht-sich-als-opfer-der-finanzmarktaufsicht-ld.1728686?reduced=true,Unknown,NULL,Switzerland,2023-03-08
Compass,"New York City",271,2022-09-20,NULL,"Real Estate",https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,Post-IPO,1600,"United States",2022-09-21
Compass,"New York City",375,2020-03-23,0.15,"Real Estate",https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,"Series G",1600,"United States",2020-03-28
Compass,"New York City",450,2022-06-14,0.1,"Real Estate",https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,Post-IPO,1600,"United States",2022-06-14
Compete,"Tel Aviv",11,2022-09-12,0.28,HR,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,"Series A",17,Israel,2022-09-13
ComplYant,"Los Angeles",NULL,2024-04-29,1,Finance,https://www.businessinsider.com/tax-compliance-startup-raised-millions-then-it-abruptly-shut-down-2024-4,Seed,6,"United States",2024-04-30
Confluent,"SF Bay Area",221,2023-01-26,0.08,Data,https://investors.confluent.io/node/8216/html,Post-IPO,455,"United States",2023-01-26
Conga,Denver,NULL,2020-06-15,0.11,Data,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,Acquired,117,"United States",2020-06-23
Connected,"Toronto,Non-U.S.",17,2020-04-08,0.1,Product,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,Unknown,NULL,Canada,2020-04-11
ConnectedH,"Gurugram,Non-U.S.",NULL,2023-08-02,1,Healthcare,https://inc42.com/buzz/kalaari-backed-connectedh-shuts-shop-to-return-capital-to-investors/,Seed,2,India,2023-08-03
ConsenSys,"New York City",100,2023-01-10,0.11,Crypto,https://www.coindesk.com/business/2023/01/10/ethereum-software-firm-consensys-to-cut-upwards-of-100-staff-as-crypto-bear-market-takes-another-casualty/,"Series D",726,"United States",2023-01-10
ConsenSys,"New York City",163,2024-10-29,0.2,Crypto,https://decrypt.co/288832/ethereum-giant-consensys-layoffs-eth-slump,"Series D",726,"United States",2024-10-30
ConsenSys,"New York City",47,2025-07-22,0.07,Crypto,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,"Series D",726,"United States",2025-07-22
ConsenSys,"New York City",91,2020-04-20,0.14,Crypto,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,Unknown,10,"United States",2020-04-21
Consider.co,"SF Bay Area",13,2020-03-26,1,Other,https://www.consider.co/,Seed,5,"United States",2020-03-28
ContaAzul,"Joinville,Non-U.S.",140,2020-04-17,0.35,Education,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,"Series D",37,Brazil,2020-04-27
ContraFect,"New York City",16,2022-08-15,0.37,Healthcare,https://www.benzinga.com/general/biotech/22/08/28497436/contrafect-cuts-workforce-after-trial-setback,Post-IPO,380,"United States",2022-08-16
Convene,"New York City",150,2020-03-23,0.18,"Real Estate",https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,"Series D",280,"United States",2020-03-28
Convoy,Seattle,NULL,2020-04-23,0.01,Logistics,https://www.geekwire.com/2020/convoy-leans-technology-seattle-digital-freight-startup-navigates-volatile-trucking-industry/,"Series D",665,"United States",2020-04-30
Convoy,Seattle,30,2023-06-26,0.05,Logistics,https://www.geekwire.com/2023/trucking-marketplace-convoy-makes-more-layoffs-citing-customer-service-efficiency-gains/,"Series E",1100,"United States",2023-06-27
Convoy,Seattle,500,2023-10-19,1,Logistics,https://www.geekwire.com/2023/convoy-collapse-read-ceos-memo-detailing-sudden-shutdown-of-seattle-trucking-startup/,"Series E",1100,"United States",2023-10-19
Convoy,Seattle,90,2022-06-09,0.07,Logistics,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,"Series E",1100,"United States",2022-06-10
Cookpad,"Tokyo,Non-U.S.",80,2023-03-10,NULL,Consumer,https://www.nikkei.com/article/DGXZQOUC109F70Q3A310C2000000/,Unknown,NULL,Japan,2023-03-15
Copia,"Nairobi,Non-U.S.",1060,2024-06-06,NULL,Retail,https://techcabal.com/2024/06/06/copia-layoffs-kenya/,"Series C",103,Kenya,2024-06-10
Copia,"Nairobi,Non-U.S.",350,2023-07-26,0.25,Retail,https://techcabal.com/2023/07/26/copia-lays-off-350-employees/,"Series C",103,Kenya,2023-07-26
Copper,"London,Non-U.S.",NULL,2023-03-22,0.15,Crypto,https://www.coindesk.com/business/2023/03/22/copper-to-make-up-to-15-of-staff-redundant-focus-on-custody-settlement/,"Series C",281,"United Kingdom",2023-07-05
Copper,"SF Bay Area",35,2020-04-02,NULL,Marketing,LinkedIn,"Series C",102,"United States",2020-04-07
"Core Scientific",Austin,NULL,2022-08-12,0.1,Crypto,https://blockworks.co/crypto-miner-core-scientific-downsizing-after-840m-impairment-charge/,Post-IPO,169,"United States",2022-08-12
Cornershop,"Santiago,Non-U.S.",200,2024-04-10,NULL,Food,https://dfmas.df.cl/df-mas/coffee-break/uber-chile-despide-a-200-personas,Acquired,32,Chile,2024-04-12
Cornershop,"Santiago,Non-U.S.",250,2023-05-11,0.11,Food,https://www.bloomberg.com/news/articles/2023-05-11/uber-owned-online-grocer-cornershop-eliminates-11-of-staff#xj4y7vzkg?leadSource=uverify%20wall,Acquired,31,Chile,2023-05-12
"Corvus Insurance",Boston,NULL,2023-01-24,0.14,Finance,https://www.bizjournals.com/boston/inno/stories/news/2023/01/25/corvus-layoffs-us-europe.html,"Series C",160,"United States",2023-01-25
"Coterie Insurance",Cincinnati,30,2022-05-25,0.2,Finance,https://www.bizjournals.com/cincinnati/inno/stories/news/2022/05/27/cincinnati-tech-startup-coterie-cuts-downs.html,"Series B",70,"United States",2022-05-27
"Course Hero","SF Bay Area",NULL,2023-12-05,0.25,Education,https://www.linkedin.com/posts/coursehero_course-hero-alumni-talent-activity-7137848787347132416-q9KI/,"Series C",477,"United States",2023-12-08
"Course Hero","SF Bay Area",42,2023-03-16,0.15,Education,https://techcrunch.com/2023/03/16/course-hero-edtech-unicorn-last-valued-at-3-6-billion-conducts-layoffs/,"Series C",477,"United States",2023-03-16
Coursera,"SF Bay Area",150,2024-10-25,0.1,Education,https://www.classcentral.com/report/cousera-layoffs-2024/,Post-IPO,458,"United States",2024-10-31
Cova,"Lagos,Non-U.S.",NULL,2024-01-25,1,Finance,https://techpoint.africa/2024/01/25/techpoint-digest-756/,Unknown,NULL,Nigeria,2024-01-26
CoverMyMeds,Columbus,800,2023-03-29,NULL,Healthcare,https://www.dispatch.com/story/business/information-technology/2023/03/29/covermymeds-latest-columbus-tech-firm-to-lay-off-hundreds/70059386007/,Acquired,5,"United States",2023-03-29
Cowbell,"SF Bay Area",28,2023-09-29,0.12,Finance,https://cowbell.insure/blog/letter-from-the-ceo/,"Series B",123,"United States",2023-10-02
Crayon,Boston,20,2020-04-01,0.2,Marketing,LinkedIn,"Series A",16,"United States",2020-04-07
"Credit Sesame","SF Bay Area",22,2020-06-03,0.14,Finance,https://www.businessinsider.com/credit-sesame-layoffs-credit-business-trouble-2020-6,"Series F",120,"United States",2020-06-04
Creditas,"Sao Paulo,Non-U.S.",NULL,2020-04-08,0.06,Finance,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878","Series D",314,Brazil,2020-04-12
Crejo.Fun,"Bengaluru,Non-U.S.",170,2022-06-30,1,Education,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,Seed,3,India,2022-07-01
Criteo,"Paris,Non-U.S.",140,2024-04-12,0.04,Marketing,https://www.businessinsider.com/criteo-layoffs-global-staff-job-reductions-2024-4,Post-IPO,61,France,2024-04-12
Crossbeam,Philadelphia,17,2023-03-30,0.15,Sales,"https://technical.ly/startups/crossbeam-layoffs-2023/ ","Series C",116,"United States",2023-06-01
CrowdStreet,Portland,24,2020-06-01,0.22,"Real Estate",https://www.oregonlive.com/silicon-forest/2020/06/crowdstreet-portland-real-estate-funding-startup-lays-off-a-fifth-of-its-staff.html,"Series C",24,"United States",2020-06-02
CrowdStrike,"SF Bay Area",500,2025-05-07,0.05,Security,https://www.wsj.com/business/crowdstrike-to-cut-5-of-workforce-8eda42ed?st=dVSJCS&reflink=desktopwebshare_permalink,Post-IPO,1200,"United States",2025-05-07
Cruise,"SF Bay Area",1000,2025-02-04,0.5,Transportation,https://techcrunch.com/2025/02/04/cruise-to-slash-workforce-by-50-after-gm-cuts-funding-to-robotaxi-operations/,Acquired,15000,"United States",2025-02-04
Cruise,"SF Bay Area",150,2020-05-14,0.08,Transportation,https://www.theverge.com/2020/5/14/21259001/cruise-gm-layoff-self-driving-unit-recruiting-product-design,Acquired,5300,"United States",2020-05-14
Cruise,"SF Bay Area",900,2023-12-14,0.24,Transportation,https://techcrunch.com/2023/12/14/cruise-slashes-24-of-self-driving-car-workforce-in-sweeping-layoffs/,Acquired,15000,"United States",2023-12-14
Crunchyroll,"Tokyo,Non-U.S.",85,2023-02-21,NULL,Media,https://www.animenewsnetwork.com/news/2023-02-21/crunchyroll-lays-off-approximately-85-employees-globally/.195161,Unknown,26,Japan,2023-02-22
Crypto.com,"Singapore,Non-U.S.",NULL,2023-01-12,0.2,Crypto,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,Unknown,NULL,Singapore,2023-01-13
Crypto.com,"Singapore,Non-U.S.",2000,2022-10-06,0.3,Crypto,https://www.techinasia.com/cryptocom-lays-2000-employees-dials-marketing-efforts,Unknown,156,Singapore,2022-10-07
Crypto.com,"Singapore,Non-U.S.",260,2022-06-10,0.05,Crypto,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,Unknown,156,Singapore,2022-06-11
"CS Disco",Austin,NULL,2023-05-11,0.08,Legal,https://www.law360.com/pulse/legal-tech/articles/1606941/legal-tech-co-disco-cuts-staff-8-in-2nd-round-of-layoffs,Post-IPO,233,"United States",2023-05-12
"CS Disco",Austin,62,2023-01-19,0.09,Legal,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001625641/f8a9ad04-6c29-4631-b07d-b08d849fbcfa.pdf,Post-IPO,233,"United States",2023-01-21
CTO.ai,"Vancouver,Non-U.S.",30,2020-03-20,0.5,Infrastructure,LinkedIn,Seed,7,Canada,2020-04-02
Cue,"San Diego",170,2022-06-27,NULL,Healthcare,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,Post-IPO,999,"United States",2022-06-27
Cue,"San Diego",388,2023-01-05,NULL,Healthcare,https://www.360dx.com/business-news/cue-health-lay-388-people-cost-reduction-plan#.Y7iqquzMK8A,Post-IPO,999,"United States",2023-01-06
"Cue Health","San Diego",180,2024-05-22,1,Healthcare,https://www.fiercebiotech.com/medtech/home-covid-testmaker-cue-health-shut-down-operations-lay-staff-report,Post-IPO,899,"United States",2024-05-23
"Cue Health","San Diego",230,2024-05-03,0.49,Healthcare,https://www.beckershospitalreview.com/digital-health/health-tech-company-lays-off-49-of-workforce.html,Post-IPO,899,"United States",2024-05-04
